0 3 {}
0 4 {}
1 13 {}
1 27 {}
2 3 {}
2 12 {}
2 13 {}
2 14 {}
2 17 {}
3 7 {}
3 28 {}
4 10 {}
5 9 {}
5 11 {}
5 14 {}
5 15 {}
5 26 {}
6 7 {}
6 8 {}
6 9 {}
6 12 {}
6 13 {}
6 22 {}
7 11 {}
7 14 {}
7 24 {}
7 26 {}
7 28 {}
8 18 {}
8 25 {}
9 14 {}
9 16 {}
9 21 {}
9 22 {}
9 28 {}
10 14 {}
10 15 {}
10 19 {}
11 12 {}
11 14 {}
11 26 {}
11 27 {}
12 14 {}
12 16 {}
12 21 {}
12 27 {}
13 18 {}
14 18 {}
15 19 {}
15 26 {}
16 18 {}
16 21 {}
16 23 {}
17 18 {}
17 19 {}
17 25 {}
17 29 {}
19 22 {}
20 21 {}
20 22 {}
20 24 {}
21 23 {}
22 23 {}
22 24 {}
23 26 {}
24 25 {}
25 26 {}
25 28 {}
25 29 {}
26 27 {}
27 28 {}
27 29 {}
28 29 {}
