0 8 {}
0 18 {}
0 21 {}
0 28 {}
0 29 {}
1 9 {}
1 10 {}
1 12 {}
1 13 {}
1 16 {}
1 17 {}
1 18 {}
1 21 {}
1 22 {}
1 24 {}
2 6 {}
2 9 {}
2 10 {}
2 14 {}
2 17 {}
2 18 {}
2 26 {}
3 27 {}
3 28 {}
4 6 {}
4 7 {}
4 8 {}
4 9 {}
4 15 {}
4 16 {}
4 19 {}
5 11 {}
5 14 {}
5 17 {}
5 21 {}
5 29 {}
6 8 {}
6 10 {}
6 13 {}
6 14 {}
6 18 {}
6 20 {}
6 26 {}
7 12 {}
7 27 {}
7 28 {}
7 29 {}
8 9 {}
8 10 {}
8 14 {}
8 16 {}
8 21 {}
8 23 {}
8 24 {}
8 25 {}
8 28 {}
8 29 {}
9 12 {}
9 19 {}
9 20 {}
9 21 {}
9 22 {}
9 23 {}
9 27 {}
10 25 {}
10 28 {}
11 12 {}
11 19 {}
11 23 {}
11 25 {}
12 20 {}
13 16 {}
13 18 {}
14 18 {}
14 19 {}
14 24 {}
14 27 {}
15 20 {}
15 21 {}
16 18 {}
16 19 {}
16 26 {}
17 19 {}
17 28 {}
18 19 {}
18 23 {}
18 25 {}
19 22 {}
19 25 {}
20 22 {}
20 23 {}
20 25 {}
21 22 {}
22 28 {}
23 24 {}
23 25 {}
23 26 {}
24 26 {}
25 28 {}
