0 1 {}
0 2 {}
0 3 {}
0 4 {}
0 5 {}
0 6 {}
0 7 {}
0 8 {}
0 10 {}
0 15 {}
0 16 {}
0 18 {}
0 24 {}
0 28 {}
0 33 {}
0 34 {}
0 35 {}
0 36 {}
0 37 {}
0 38 {}
0 31 {}
0 39 {}
0 48 {}
0 60 {}
1 2 {}
1 3 {}
1 4 {}
1 5 {}
1 6 {}
1 7 {}
1 8 {}
1 19 {}
1 35 {}
1 37 {}
1 41 {}
1 54 {}
1 58 {}
1 61 {}
2 3 {}
2 4 {}
2 5 {}
2 6 {}
2 7 {}
2 8 {}
2 20 {}
2 23 {}
2 25 {}
2 28 {}
2 33 {}
2 34 {}
2 35 {}
2 36 {}
2 29 {}
2 30 {}
2 41 {}
2 43 {}
2 66 {}
3 4 {}
3 5 {}
3 6 {}
3 7 {}
3 8 {}
3 18 {}
3 19 {}
3 22 {}
3 23 {}
3 26 {}
3 33 {}
3 37 {}
3 29 {}
3 30 {}
3 31 {}
3 52 {}
3 53 {}
3 65 {}
3 59 {}
4 5 {}
4 6 {}
4 7 {}
4 8 {}
4 12 {}
4 13 {}
4 19 {}
4 23 {}
4 26 {}
4 32 {}
4 40 {}
4 43 {}
4 44 {}
4 47 {}
4 51 {}
5 6 {}
5 7 {}
5 8 {}
5 10 {}
5 15 {}
5 16 {}
5 21 {}
5 24 {}
5 33 {}
5 36 {}
5 30 {}
5 40 {}
5 51 {}
5 65 {}
6 7 {}
6 8 {}
6 14 {}
6 17 {}
6 20 {}
6 28 {}
6 32 {}
6 33 {}
6 30 {}
6 49 {}
6 51 {}
6 52 {}
6 66 {}
6 67 {}
7 8 {}
7 14 {}
7 15 {}
7 16 {}
7 26 {}
7 32 {}
7 39 {}
7 42 {}
7 45 {}
7 65 {}
7 60 {}
7 62 {}
7 63 {}
8 10 {}
8 19 {}
8 21 {}
8 25 {}
8 32 {}
8 29 {}
8 30 {}
8 39 {}
8 44 {}
8 50 {}
8 54 {}
8 64 {}
8 63 {}
9 10 {}
9 11 {}
9 12 {}
9 13 {}
9 14 {}
9 15 {}
9 16 {}
9 17 {}
9 18 {}
9 20 {}
9 24 {}
9 26 {}
9 33 {}
9 29 {}
9 45 {}
9 49 {}
9 51 {}
9 53 {}
9 55 {}
9 56 {}
9 67 {}
9 60 {}
10 11 {}
10 12 {}
10 13 {}
10 14 {}
10 15 {}
10 16 {}
10 17 {}
10 18 {}
10 37 {}
10 29 {}
10 40 {}
10 42 {}
10 43 {}
10 48 {}
10 53 {}
10 56 {}
10 66 {}
10 60 {}
11 12 {}
11 13 {}
11 14 {}
11 15 {}
11 16 {}
11 17 {}
11 18 {}
11 21 {}
11 25 {}
11 44 {}
11 53 {}
11 56 {}
11 67 {}
12 13 {}
12 14 {}
12 15 {}
12 16 {}
12 17 {}
12 18 {}
12 22 {}
12 39 {}
12 42 {}
12 47 {}
12 61 {}
13 14 {}
13 15 {}
13 16 {}
13 17 {}
13 18 {}
13 21 {}
13 24 {}
13 28 {}
13 37 {}
13 38 {}
13 31 {}
13 39 {}
13 45 {}
13 57 {}
13 59 {}
13 62 {}
14 15 {}
14 16 {}
14 17 {}
14 18 {}
14 21 {}
14 23 {}
14 24 {}
14 28 {}
14 56 {}
15 16 {}
15 17 {}
15 18 {}
15 24 {}
15 28 {}
15 32 {}
15 46 {}
15 51 {}
15 53 {}
15 55 {}
15 64 {}
15 58 {}
15 63 {}
16 17 {}
16 18 {}
16 19 {}
16 20 {}
16 21 {}
16 32 {}
16 34 {}
16 35 {}
16 31 {}
16 50 {}
16 53 {}
16 67 {}
17 18 {}
17 19 {}
17 20 {}
17 23 {}
17 32 {}
17 43 {}
17 45 {}
17 57 {}
17 67 {}
17 58 {}
17 62 {}
17 63 {}
18 25 {}
18 27 {}
18 28 {}
18 33 {}
18 34 {}
18 29 {}
18 39 {}
18 40 {}
18 41 {}
18 42 {}
18 55 {}
18 56 {}
18 64 {}
18 59 {}
18 63 {}
19 20 {}
19 21 {}
19 22 {}
19 23 {}
19 24 {}
19 25 {}
19 26 {}
19 27 {}
19 28 {}
19 32 {}
19 31 {}
19 40 {}
19 41 {}
19 56 {}
19 62 {}
20 21 {}
20 22 {}
20 23 {}
20 24 {}
20 25 {}
20 26 {}
20 27 {}
20 28 {}
20 36 {}
20 38 {}
20 29 {}
20 45 {}
20 55 {}
20 57 {}
20 66 {}
20 63 {}
21 22 {}
21 23 {}
21 24 {}
21 25 {}
21 26 {}
21 27 {}
21 28 {}
21 33 {}
21 34 {}
21 30 {}
21 48 {}
21 52 {}
21 53 {}
21 57 {}
22 23 {}
22 24 {}
22 25 {}
22 26 {}
22 27 {}
22 28 {}
22 34 {}
22 38 {}
22 30 {}
22 39 {}
22 40 {}
22 50 {}
22 52 {}
22 53 {}
22 55 {}
22 56 {}
22 66 {}
22 67 {}
22 58 {}
23 24 {}
23 25 {}
23 26 {}
23 27 {}
23 28 {}
23 38 {}
23 31 {}
23 46 {}
23 48 {}
23 49 {}
23 57 {}
23 64 {}
23 59 {}
23 60 {}
24 25 {}
24 26 {}
24 27 {}
24 28 {}
24 38 {}
24 44 {}
24 50 {}
24 53 {}
24 54 {}
25 26 {}
25 27 {}
25 28 {}
25 33 {}
25 34 {}
25 35 {}
25 36 {}
25 48 {}
25 50 {}
25 55 {}
25 64 {}
25 67 {}
26 27 {}
26 28 {}
26 41 {}
26 48 {}
26 49 {}
26 51 {}
26 53 {}
26 67 {}
26 63 {}
27 28 {}
27 32 {}
27 31 {}
27 64 {}
28 38 {}
28 30 {}
28 31 {}
28 43 {}
28 44 {}
28 58 {}
32 33 {}
32 34 {}
32 35 {}
32 36 {}
32 37 {}
32 38 {}
32 29 {}
32 30 {}
32 31 {}
32 40 {}
32 50 {}
32 51 {}
32 52 {}
32 57 {}
32 58 {}
33 34 {}
33 35 {}
33 36 {}
33 37 {}
33 38 {}
33 29 {}
33 30 {}
33 31 {}
33 44 {}
34 35 {}
34 36 {}
34 37 {}
34 38 {}
34 29 {}
34 30 {}
34 31 {}
34 48 {}
34 50 {}
34 52 {}
34 60 {}
34 61 {}
34 62 {}
35 36 {}
35 37 {}
35 38 {}
35 29 {}
35 30 {}
35 31 {}
35 41 {}
35 42 {}
35 46 {}
35 47 {}
36 37 {}
36 38 {}
36 29 {}
36 30 {}
36 31 {}
36 39 {}
36 41 {}
36 44 {}
36 49 {}
36 53 {}
36 55 {}
36 65 {}
36 66 {}
37 38 {}
37 29 {}
37 30 {}
37 31 {}
37 43 {}
37 64 {}
37 62 {}
38 29 {}
38 30 {}
38 31 {}
38 46 {}
38 47 {}
38 52 {}
38 53 {}
38 54 {}
38 56 {}
38 64 {}
38 65 {}
29 30 {}
29 31 {}
29 39 {}
29 41 {}
29 43 {}
29 65 {}
30 31 {}
30 39 {}
30 45 {}
30 48 {}
31 47 {}
31 51 {}
31 56 {}
31 58 {}
31 63 {}
39 40 {}
39 41 {}
39 42 {}
39 43 {}
