0 1 {}
0 2 {}
0 3 {}
0 4 {}
0 5 {}
0 6 {}
0 7 {}
0 8 {}
0 12 {}
0 20 {}
0 44 {}
0 50 {}
0 52 {}
0 53 {}
0 55 {}
0 56 {}
0 57 {}
0 58 {}
1 2 {}
1 3 {}
1 4 {}
1 5 {}
1 6 {}
1 7 {}
1 8 {}
1 11 {}
1 13 {}
1 17 {}
1 23 {}
1 32 {}
1 29 {}
1 30 {}
1 47 {}
1 53 {}
1 65 {}
1 60 {}
1 62 {}
2 3 {}
2 4 {}
2 5 {}
2 6 {}
2 7 {}
2 8 {}
2 24 {}
2 26 {}
2 52 {}
2 56 {}
3 4 {}
3 5 {}
3 6 {}
3 7 {}
3 8 {}
3 31 {}
3 45 {}
3 66 {}
3 59 {}
4 5 {}
4 6 {}
4 7 {}
4 8 {}
4 22 {}
4 28 {}
4 37 {}
4 31 {}
4 48 {}
4 50 {}
4 52 {}
4 54 {}
5 6 {}
5 7 {}
5 8 {}
5 37 {}
5 29 {}
5 44 {}
5 49 {}
5 50 {}
5 55 {}
5 60 {}
6 7 {}
6 8 {}
6 22 {}
6 23 {}
6 25 {}
6 35 {}
6 36 {}
6 31 {}
6 40 {}
6 45 {}
6 53 {}
6 57 {}
7 8 {}
7 23 {}
7 36 {}
7 44 {}
7 48 {}
7 49 {}
7 52 {}
7 65 {}
7 58 {}
8 12 {}
8 34 {}
8 29 {}
8 59 {}
8 61 {}
9 10 {}
9 11 {}
9 12 {}
9 13 {}
9 14 {}
9 15 {}
9 16 {}
9 17 {}
9 18 {}
9 33 {}
9 51 {}
9 58 {}
10 11 {}
10 12 {}
10 13 {}
10 14 {}
10 15 {}
10 16 {}
10 17 {}
10 18 {}
10 19 {}
10 36 {}
10 42 {}
10 67 {}
10 59 {}
11 12 {}
11 13 {}
11 14 {}
11 15 {}
11 16 {}
11 17 {}
11 18 {}
11 23 {}
11 32 {}
11 47 {}
11 65 {}
12 13 {}
12 14 {}
12 15 {}
12 16 {}
12 17 {}
12 18 {}
12 19 {}
12 28 {}
12 39 {}
12 64 {}
12 63 {}
13 14 {}
13 15 {}
13 16 {}
13 17 {}
13 18 {}
13 40 {}
13 67 {}
14 15 {}
14 16 {}
14 17 {}
14 18 {}
14 26 {}
14 43 {}
14 66 {}
14 60 {}
15 16 {}
15 17 {}
15 18 {}
15 24 {}
15 34 {}
15 37 {}
15 44 {}
15 45 {}
15 50 {}
16 17 {}
16 18 {}
16 23 {}
16 38 {}
16 41 {}
16 46 {}
16 55 {}
17 18 {}
17 19 {}
17 26 {}
17 41 {}
17 55 {}
17 59 {}
18 28 {}
18 41 {}
18 67 {}
19 20 {}
19 21 {}
19 22 {}
19 23 {}
19 24 {}
19 25 {}
19 26 {}
19 27 {}
19 28 {}
19 41 {}
19 45 {}
19 63 {}
20 21 {}
20 22 {}
20 23 {}
20 24 {}
20 25 {}
20 26 {}
20 27 {}
20 28 {}
20 34 {}
20 41 {}
20 45 {}
20 47 {}
20 55 {}
20 59 {}
21 22 {}
21 23 {}
21 24 {}
21 25 {}
21 26 {}
21 27 {}
21 28 {}
21 43 {}
21 55 {}
21 62 {}
22 23 {}
22 24 {}
22 25 {}
22 26 {}
22 27 {}
22 28 {}
22 44 {}
22 48 {}
22 51 {}
22 60 {}
23 24 {}
23 25 {}
23 26 {}
23 27 {}
23 28 {}
23 42 {}
23 51 {}
23 56 {}
24 25 {}
24 26 {}
24 27 {}
24 28 {}
24 34 {}
24 65 {}
25 26 {}
25 27 {}
25 28 {}
25 40 {}
25 46 {}
26 27 {}
26 28 {}
26 55 {}
27 28 {}
27 36 {}
27 30 {}
27 66 {}
28 36 {}
28 37 {}
28 38 {}
28 29 {}
28 52 {}
28 53 {}
32 33 {}
32 34 {}
32 35 {}
32 36 {}
32 37 {}
32 38 {}
32 29 {}
32 30 {}
32 31 {}
32 42 {}
32 65 {}
32 62 {}
32 63 {}
33 34 {}
33 35 {}
33 36 {}
33 37 {}
33 38 {}
33 29 {}
33 30 {}
33 31 {}
33 56 {}
34 35 {}
34 36 {}
34 37 {}
34 38 {}
34 29 {}
34 30 {}
34 31 {}
34 46 {}
34 64 {}
34 61 {}
35 36 {}
35 37 {}
35 38 {}
35 29 {}
35 30 {}
35 31 {}
35 47 {}
35 52 {}
35 58 {}
35 62 {}
36 37 {}
36 38 {}
36 29 {}
36 30 {}
36 31 {}
36 52 {}
37 38 {}
37 29 {}
37 30 {}
37 31 {}
37 45 {}
37 48 {}
37 67 {}
37 62 {}
38 29 {}
38 30 {}
38 31 {}
38 56 {}
38 57 {}
29 30 {}
29 31 {}
29 48 {}
29 66 {}
30 31 {}
30 56 {}
30 66 {}
30 67 {}
30 58 {}
30 60 {}
31 41 {}
31 42 {}
31 55 {}
39 40 {}
39 41 {}
39 42 {}
39 43 {}
39 44 {}
39 45 {}
39 46 {}
39 47 {}
39 57 {}
40 41 {}
40 42 {}
40 43 {}
40 44 {}
40 45 {}
40 46 {}
40 47 {}
40 53 {}
40 55 {}
40 59 {}
41 42 {}
41 43 {}
41 44 {}
41 45 {}
41 46 {}
41 47 {}
41 48 {}
41 53 {}
41 66 {}
42 43 {}
42 44 {}
42 45 {}
42 46 {}
42 47 {}
42 59 {}
43 44 {}
43 45 {}
43 46 {}
43 47 {}
44 45 {}
44 46 {}
44 47 {}
45 46 {}
45 47 {}
45 64 {}
45 66 {}
45 67 {}
46 47 {}
46 58 {}
47 67 {}
47 59 {}
48 49 {}
48 50 {}
48 51 {}
48 52 {}
48 53 {}
48 54 {}
48 55 {}
48 56 {}
48 57 {}
48 66 {}
49 50 {}
49 51 {}
49 52 {}
49 53 {}
49 54 {}
49 55 {}
49 56 {}
49 57 {}
49 62 {}
50 51 {}
50 52 {}
50 53 {}
50 54 {}
50 55 {}
50 56 {}
50 57 {}
50 65 {}
50 63 {}
51 52 {}
51 53 {}
51 54 {}
51 55 {}
51 56 {}
51 57 {}
51 66 {}
52 53 {}
52 54 {}
52 55 {}
52 56 {}
52 57 {}
52 64 {}
52 67 {}
53 54 {}
53 55 {}
53 56 {}
53 57 {}
54 55 {}
54 56 {}
54 57 {}
54 61 {}
55 56 {}
55 57 {}
56 57 {}
57 60 {}
57 61 {}
64 65 {}
64 66 {}
64 67 {}
64 58 {}
64 59 {}
64 60 {}
64 61 {}
64 62 {}
64 63 {}
65 66 {}
65 67 {}
65 58 {}
65 59 {}
65 60 {}
65 61 {}
65 62 {}
65 63 {}
66 67 {}
66 58 {}
66 59 {}
66 60 {}
66 61 {}
66 62 {}
66 63 {}
67 58 {}
67 59 {}
67 60 {}
67 61 {}
67 62 {}
67 63 {}
58 59 {}
58 60 {}
58 61 {}
58 62 {}
58 63 {}
59 60 {}
59 61 {}
59 62 {}
59 63 {}
60 61 {}
60 62 {}
60 63 {}
61 62 {}
61 63 {}
62 63 {}
