1	14
1	168
1	171
1	172
2	39
2	57
2	111
2	119
2	129
3	11
3	32
3	34
3	113
3	170
4	17
4	109
4	162
5	18
5	65
5	77
5	128
5	131
6	53
6	101
6	120
6	135
6	171
7	13
7	78
7	117
7	126
7	168
8	24
8	72
8	177
9	10
9	19
9	43
9	166
9	167
10	9
10	19
10	43
10	73
11	3
11	32
11	34
11	157
12	27
12	107
12	148
12	175
12	180
13	7
13	30
13	101
14	1
14	31
14	54
14	168
14	172
15	52
15	67
15	98
15	106
15	172
16	75
16	109
16	139
16	159
16	170
17	4
17	31
17	73
17	109
17	117
18	5
18	65
18	90
18	128
18	131
19	9
19	10
19	43
19	55
20	29
20	53
20	61
20	78
21	41
21	96
21	115
21	160
22	70
22	74
22	114
22	142
22	174
23	60
23	101
23	139
23	175
23	178
24	8
24	61
24	102
24	109
24	177
25	33
25	86
25	129
25	133
25	143
26	36
26	62
26	126
26	173
27	12
27	148
27	159
27	175
27	180
28	38
28	50
28	112
28	132
28	147
29	20
29	53
29	61
30	13
30	46
30	101
30	102
30	166
31	14
31	17
31	48
31	103
31	116
31	160
32	3
32	11
32	34
32	141
33	25
33	55
33	97
33	112
33	168
34	3
34	11
34	32
34	82
34	170
35	51
35	90
35	140
35	144
35	152
36	26
36	62
37	69
37	72
37	134
38	28
38	50
38	56
38	147
39	2
39	57
39	116
39	134
39	179
40	142
40	154
40	180
41	21
41	96
41	115
42	48
42	112
42	114
42	165
43	9
43	10
43	19
43	166
43	168
44	51
44	70
44	84
44	114
44	134
45	110
45	156
46	30
46	123
46	124
46	136
46	173
47	111
47	121
47	153
47	165
48	31
48	42
48	107
48	112
48	165
49	54
49	74
49	123
49	175
50	28
50	38
50	147
50	173
51	35
51	44
51	157
51	164
51	179
52	15
52	98
52	116
52	151
52	152
53	6
53	20
53	29
53	61
53	78
54	14
54	49
54	74
54	123
55	19
55	33
55	97
55	144
55	148
56	38
56	120
56	122
56	149
56	171
57	2
57	39
57	78
57	101
57	111
58	119
58	148
58	155
58	163
58	167
59	139
59	145
59	166
59	169
59	179
60	23
60	86
60	129
60	133
60	143
61	20
61	24
61	29
61	53
62	26
62	36
62	126
62	146
62	173
63	135
63	161
64	81
64	85
64	99
64	118
64	159
64	177
65	5
65	18
65	77
65	117
65	128
65	131
66	92
66	94
66	117
66	132
66	165
66	177
67	15
67	81
67	98
67	158
67	163
67	171
68	94
68	103
68	146
68	153
68	160
68	174
69	37
69	72
69	134
70	22
70	44
70	114
70	118
70	140
70	170
71	79
71	162
71	169
71	176
72	8
72	37
72	69
72	131
72	134
73	10
73	17
73	80
73	100
73	121
73	174
74	22
74	49
74	54
74	123
74	133
74	175
75	16
75	108
75	122
75	146
76	82
76	130
76	138
76	141
77	5
77	65
77	128
77	131
77	138
78	7
78	20
78	53
78	57
78	136
78	168
79	71
79	162
79	169
79	176
80	73
80	100
80	144
80	159
80	164
80	172
81	64
81	67
81	99
81	108
81	116
81	122
82	34
82	76
82	130
82	138
82	141
83	87
83	88
83	106
83	149
84	44
84	93
84	121
84	150
84	155
84	156
85	64
85	99
85	142
86	25
86	60
86	129
86	133
86	143
86	164
87	83
87	106
87	149
87	154
87	166
87	174
88	83
88	102
88	104
88	107
88	120
88	152
89	90
89	91
89	136
89	145
90	18
90	35
90	89
90	136
90	161
90	171
91	89
91	136
92	66
92	94
92	117
92	132
92	161
92	177
93	84
93	119
93	132
93	140
93	150
93	178
94	66
94	68
94	92
94	116
94	156
94	160
95	113
95	127
95	155
95	163
95	167
96	21
96	41
96	115
96	145
96	164
97	33
97	55
97	112
97	144
97	148
97	168
98	15
98	52
98	67
98	152
98	172
98	176
99	64
99	81
99	85
99	118
99	172
99	177
100	73
100	80
100	144
100	159
100	164
100	172
101	6
101	13
101	23
101	30
101	57
101	124
102	24
102	30
102	88
102	120
102	146
102	179
103	31
103	68
103	153
103	160
104	88
104	107
104	120
104	150
104	152
104	157
105	116
105	172
106	15
106	83
106	87
106	149
107	12
107	48
107	88
107	104
107	109
107	121
107	180
108	75
108	81
108	122
108	146
108	149
108	173
108	180
109	4
109	16
109	17
109	24
109	107
109	170
109	176
110	45
110	111
110	146
110	151
110	156
110	157
111	2
111	47
111	57
111	110
111	115
111	121
112	28
112	33
112	42
112	48
112	97
112	124
112	147
113	3
113	95
113	127
113	155
113	163
113	167
114	22
114	42
114	44
114	70
114	118
114	140
114	170
115	21
115	41
115	96
115	111
115	137
115	145
115	164
116	31
116	39
116	52
116	81
116	94
116	105
116	172
117	7
117	17
117	65
117	66
117	92
117	126
117	131
118	64
118	70
118	99
118	114
118	135
118	161
118	176
119	2
119	58
119	93
119	124
119	125
119	150
119	170
120	6
120	56
120	88
120	102
120	104
120	152
120	157
121	47
121	73
121	84
121	107
121	111
121	153
121	165
122	56
122	75
122	81
122	108
122	144
122	173
122	180
123	46
123	49
123	54
123	74
123	140
123	142
123	167
124	46
124	101
124	112
124	119
124	126
124	154
124	174
125	119
125	148
125	151
125	154
125	166
125	170
125	174
126	7
126	26
126	62
126	117
126	124
126	136
126	154
127	95
127	113
127	130
127	155
127	163
127	167
128	5
128	18
128	65
128	77
128	131
128	134
129	2
129	25
129	60
129	86
129	133
129	143
129	145
130	76
130	82
130	127
130	138
130	141
131	5
131	18
131	65
131	72
131	77
131	117
131	128
132	28
132	66
132	92
132	93
132	147
132	150
132	178
133	25
133	60
133	74
133	86
133	129
133	143
133	164
134	37
134	39
134	44
134	69
134	72
134	128
134	154
135	6
135	63
135	118
135	157
135	161
135	173
136	46
136	78
136	89
136	90
136	91
136	126
136	145
137	115
137	158
137	171
138	76
138	77
138	82
138	130
138	141
138	144
138	180
139	16
139	23
139	59
139	155
139	159
139	167
139	178
139	179
140	35
140	70
140	93
140	114
140	123
140	150
140	152
140	178
141	32
141	76
141	82
141	130
141	138
141	144
141	159
141	180
142	22
142	40
142	85
142	123
142	151
142	153
142	154
142	180
143	25
143	60
143	86
143	129
143	133
143	145
143	164
143	179
144	35
144	55
144	80
144	97
144	100
144	122
144	138
144	141
145	59
145	89
145	96
145	115
145	129
145	136
145	143
145	179
146	62
146	68
146	75
146	102
146	108
146	110
146	156
146	160
147	28
147	38
147	50
147	112
147	132
147	151
147	173
147	180
148	12
148	27
148	55
148	58
148	97
148	125
148	165
148	177
149	56
149	83
149	87
149	106
149	108
149	154
149	166
149	174
150	84
150	93
150	104
150	119
150	132
150	140
150	174
150	178
151	52
151	110
151	125
151	142
151	147
151	156
151	158
151	170
152	35
152	52
152	88
152	98
152	104
152	120
152	140
152	161
153	47
153	68
153	103
153	121
153	142
153	158
153	160
153	171
154	40
154	87
154	124
154	125
154	126
154	134
154	142
154	149
155	58
155	84
155	95
155	113
155	127
155	139
155	163
155	167
156	45
156	84
156	94
156	110
156	146
156	151
156	157
156	175
157	11
157	51
157	104
157	110
157	120
157	135
157	156
157	161
158	67
158	137
158	151
158	153
158	168
158	171
159	16
159	27
159	64
159	80
159	100
159	139
159	141
159	176
160	21
160	31
160	68
160	94
160	103
160	146
160	153
160	174
161	63
161	90
161	92
161	118
161	135
161	152
161	157
161	173
162	4
162	71
162	79
162	169
162	176
163	58
163	67
163	95
163	113
163	127
163	155
163	167
163	178
164	51
164	80
164	86
164	96
164	100
164	115
164	133
164	143
164	179
165	42
165	47
165	48
165	66
165	121
165	148
165	166
165	177
166	9
166	30
166	43
166	59
166	87
166	125
166	149
166	165
166	179
167	9
167	58
167	95
167	113
167	123
167	127
167	139
167	155
167	163
168	1
168	7
168	14
168	33
168	43
168	78
168	97
168	158
168	171
169	59
169	71
169	79
169	162
169	175
169	176
170	3
170	16
170	34
170	70
170	109
170	114
170	119
170	125
170	151
171	1
171	6
171	56
171	67
171	90
171	137
171	153
171	158
171	168
172	1
172	14
172	15
172	80
172	98
172	99
172	100
172	105
172	116
173	26
173	46
173	50
173	62
173	108
173	122
173	135
173	147
173	161
174	22
174	68
174	73
174	87
174	124
174	125
174	149
174	150
174	160
175	12
175	23
175	27
175	49
175	74
175	156
175	169
175	176
175	178
176	71
176	79
176	98
176	109
176	118
176	159
176	162
176	169
176	175
177	8
177	24
177	64
177	66
177	92
177	99
177	148
177	165
177	178
178	23
178	93
178	132
178	139
178	140
178	150
178	163
178	175
178	177
179	39
179	51
179	59
179	102
179	139
179	143
179	145
179	164
179	166
180	12
180	27
180	40
180	107
180	108
180	122
180	138
180	141
180	142
180	147
